k,Easting,Northing,Latitude(DDD.DDDD),Longitude(DDD.DDDD)
1-SEBGWPDSPE,833765,815908,22.28204766,114.1525868
1-SEBPWPBSPE,833707,815927,22.28221916,114.1520239
1-SEBSWPSJPE,833726,815900,22.28197536,114.1522083
1-SEBYBPPJPE,833886,815720,22.28035008,114.1537612
1-SEBYPPYXPE,833710,815961,22.28252621,114.152053
1-SEBYPPYYPE,833704,815965,22.28256232,114.1519948
1-SEBYWPPRPE,833680,815865,22.28165922,114.151762
1-SEDAPPDSPE,833811,815850,22.28152395,114.1530332
1-SEDDWPDJPE,833762,815913,22.28209281,114.1525576
1-SEDDWPGXPE,833840,815884,22.28183104,114.1533146
1-SEDEGPPXPE,833874,815723,22.28037715,114.1536447
1-SEDGGPBJPE,833854,815847,22.28149692,114.1534505
1-SEDPGPSRPE,833936,815980,22.28269811,114.1542459
1-SEDYWPERPE,834005,815615,22.27940202,114.154916
1-SEEAWPAXPE,833859,815934,22.28228259,114.1534988
1-SEEGGPPJPE,833849,815741,22.28053967,114.1534021
1-SEEGPPSVPE,833671,815909,22.28205656,114.1516746
1-SEESPPEJPE,833737,815858,22.28159609,114.1523152
1-SEEWBPBXPE,833864,815867,22.28167755,114.1535475
1-SEEWWPDRPE,833756,815918,22.28213796,114.1524994
1-SEEYGPBRPE,833822,815791,22.28099116,114.15314
1-SEGEBPARPE,833790,815925,22.28220122,114.1528293
1-SEGEPPKOPS,834148,816018,22.28304155,114.156303
1-SEGEWPEXPE,834024,815630,22.2795375,114.1551003
1-SEGKWPWJPE,833996,815714,22.28029604,114.1548285
1-SEGPWPEAPE,834022,815651,22.27972714,114.1550809
1-SEGWGPDRPE,833799,815901,22.2819845,114.1529167
1-SEGYBPAVPE,833916,816019,22.28305028,114.1540518
1-SEGYPPYRPE,833697,815971,22.28261649,114.1519268
1-SEKBBPPAPE,833900,815714,22.28029591,114.153897
1-SEKEWPPXPE,833707,815848,22.28150574,114.1520241
1-SEKGBPYAPE,833937,816074,22.28354699,114.1542555
1-SEKPPPSAPS,834092,815804,22.28110892,114.1557599
1-SEKSWPGRPE,833789,815861,22.28162326,114.1528197
1-SEKWGPBRPE,833814,815774,22.28083763,114.1530624
1-SEPDBPSSPE,833944,815992,22.28280649,114.1543236
1-SEPGGPWOPE,834006,815820,22.2812533,114.1549254
1-SEPPWBPEPE,833927,815945,22.28238202,114.1541587
1-SEPPWDPXPE,833630,815683,22.28001557,114.1512772
1-SEPPWEPXPE,833695,815858,22.28159603,114.1519076
1-SEPPWGPEPE,833881,816063,22.28344758,114.1537121
1-SEPPWKPEPE,833927,815945,22.28238202,114.1541587
1-SEPPWSPEPE,833945,815944,22.28237302,114.1543333
1-SEPPWSPXPA,833622,816196,22.28464827,114.1511987
1-SEPPWSPXPE,833589,815977,22.28267051,114.1508789
1-SEPPWWPXPE,833647,815936,22.28230035,114.1514417
1-SEPSBPEJPE,833811,815761,22.28072023,114.1530333
1-SESAPPSSPE,833663,815887,22.28185787,114.1515971
1-SESBGPBSPE,833856,815853,22.28155111,114.1534699
1-SESDWPSJPE,833734,815873,22.28173155,114.152286
1-SESEGPBXPE,833861,815863,22.28164142,114.1535184
1-SESEWPSXPE,833730,815891,22.28189409,114.1522472
1-SESGGPDEPE,833814,815884,22.281831,114.1530623
1-SESSBPAJPE,833793,815928,22.28222832,114.1528584
1-SESSGPBOPS,834099,816090,22.28369169,114.1558275
1-SESSPPSJPE,833668,815879,22.28178563,114.1516456
1-SESWPPYXPE,833690,815981,22.28270679,114.1518589
1-SEWAPPSYPE,833659,815895,22.28193011,114.1515582
1-SEWDPPEEPE,833738,815842,22.2814516,114.1523249
1-SEWEGPBJPS,834070,816082,22.28361941,114.1555461
1-SEWEWPBXPE,833701,815917,22.28212885,114.1519657
1-SEWGPPYRPE,833714,815958,22.28249912,114.1520918
1-SEWPWPSRPE,833724,815905,22.28202051,114.1521889
1-SEWYPPEJPE,833748,815842,22.28145162,114.1524219
1-SEYBGPDXPE,833833,815865,22.28165944,114.1532467
1-SEYBPPDHPE,833809,815842,22.28145171,114.1530138
1-SEYDPPDSPE,833802,815839,22.2814246,114.1529459
1-SEYDWPYJPE,833968,815990,22.28278846,114.1545564
1-SEYKGPDJPE,833839,815861,22.28162333,114.1533049
1-SEYKPPEJPE,833743,815852,22.28154192,114.1523734
1-SEYSPPAAPE,833984,815598,22.27924847,114.1547122
1-SGABBPGVPS,841473,815418,22.27761659,114.2273789
1-SGAEPPDAPS,840914,815864,22.28164585,114.2219562
1-SGAGPPERPS,841684,815479,22.27816681,114.2294264
1-SGAKGPSOPS,841129,815780,22.28088669,114.2240421
1-SGAPPPGXPS,840981,815849,22.28151021,114.2226062
1-SGAYBPKSPS,841613,815502,22.27837474,114.2287376
1-SGBBPPEOPS,841687,815477,22.27814874,114.2294555
1-SGBBWPSSPS,841752,815471,22.27809435,114.2300862
1-SGBEGPSXPS,841097,815797,22.2810403,114.2237317
1-SGBEPPEEPS,841719,815475,22.27813058,114.229766
1-SGBKPPKXPS,841420,815519,22.27852885,114.226865
1-SGBPPPGJPS,840997,815834,22.28137471,114.2227615
1-SGBPWPBOPS,840915,815980,22.2826934,114.2219662
1-SGDAWPSOPS,840933,815814,22.28119427,114.2221404
1-SGDEPPKEPS,841733,815500,22.2783563,114.229902
1-SGDKBPGRPS,841469,815421,22.2776437,114.2273401
1-SGDKPPWYPS,840796,815797,22.28104112,114.220811
1-SGDKWPKRPS,840884,815824,22.28128471,114.2216649
1-SGDSGPSXPS,841092,815807,22.28113062,114.2236832
1-SGDSPPDHPS,840911,815868,22.28168198,114.2219271
1-SGDWGPSVPS,841114,815694,22.28011009,114.2238963
1-SGEAPPESPS,841716,815478,22.27815768,114.2297369
1-SGEAWPYXPS,840874,815852,22.28153759,114.221568
1-SGEDBPBXPS,840837,815936,22.28229627,114.2212092
1-SGEGWPYSPS,840860,815840,22.28142926,114.2214321
1-SGEKGPDYPS,841317,815571,22.27899874,114.2258657
1-SGEPGPBXPS,840826,815963,22.28254012,114.2211025
1-SGEPGPDOPS,841306,815595,22.27921551,114.225759
1-SGEPGPGYPS,841526,815382,22.27729133,114.227893
1-SGESPPGJPS,841043,815805,22.28111269,114.2232077
1-SGEWWPGOPS,840898,815868,22.28168202,114.2218009
1-SGEYGPDJPS,841357,815507,22.27842067,114.2262536
1-SGEYGPKYPB,842373,813596,22.2611598,114.2361047
1-SGGBBPBHPS,840847,815922,22.28216981,114.2213062
1-SGGBWPGHPS,840888,815915,22.28210649,114.221704
1-SGGDGPDEPS,841338,815544,22.27875485,114.2260694
1-SGGEWPDJPS,841500,815339,22.27690309,114.2276406
1-SGGGPPDEPS,840942,815827,22.28131164,114.2222277
1-SGGKBPWEPG,840765,815699,22.28015619,114.2205099
1-SGGWPPGJPS,841138,815759,22.28069702,114.2241294
1-SGKAGPSAPS,841112,815791,22.28098607,114.2238772
1-SGKAPPKSPS,841732,815505,22.27840146,114.2298923
1-SGKBBPDEPS,841288,815615,22.27939618,114.2255844
1-SGKKBPBXPS,840857,815919,22.28214269,114.2214032
1-SGKPPPKXPS,841737,815483,22.27820277,114.2299407
1-SGKWGPDHPS,841361,815497,22.27833035,114.2262924
1-SGKWWPSHPS,841738,815470,22.27808536,114.2299504
1-SGKYPPDAPS,840954,815812,22.28117615,114.2223441
1-SGPBGPYXPB,843222,814064,22.26538293,114.2443437
1-SGPKBPKJPS,841464,815352,22.2770206,114.2272913
1-SGPPPPWXSB,842566,813531,22.26057212,114.2379769
1-SGPPWAPEPS,841403,815512,22.27846568,114.2267
1-SGPPWBPEPS,841436,815452,22.27792375,114.22702
1-SGPPWDPEPS,841831,815752,22.28063171,114.2308538
1-SGPPWDPJPS,841200,815647,22.27968541,114.2247307
1-SGPPWDPXPS,841204,815681,22.27999244,114.2247696
1-SGPPWEPEPS,840824,815820,22.28124875,114.2210827
1-SGPPWEPXPG,841216,815694,22.2801098,114.2248861
1-SGPPWGPEPS,841686,815496,22.27832033,114.2294459
1-SGPPWGPXPS,840796,815884,22.28182678,114.2208112
1-SGPPWKPEPS,841066,815796,22.28103135,114.2234309
1-SGPPWSPXPG,831495,815952,22.28244023,114.1305599
1-SGPPWSPXPS,840785,815854,22.28155589,114.2207044
1-SGPPWWPEPS,841104,815773,22.28082354,114.2237995
1-SGPPWYPEPS,840818,815852,22.28153774,114.2210246
1-SGPWBPBYPS,840832,815952,22.28244077,114.2211607
1-SGPWPPDYPS,840956,815809,22.28114905,114.2223635
1-SGPWPPEAPS,841667,815484,22.27821202,114.2292615
1-SGPWWPAXPS,841703,815390,22.27736302,114.2296105
1-SGPYGPDXPS,841346,815527,22.27860131,114.2261469
1-SGSDPPEHPS,841674,815480,22.27817587,114.2293294
1-SGSDWPSJPS,841746,815469,22.27807631,114.230028
1-SGSKBPGYPS,841466,815424,22.2776708,114.227311
1-SGSKBPKRPS,841427,815371,22.27719229,114.2269324
1-SGSKPPDVPS,840922,815852,22.28153746,114.2220338
1-SGSPGPSRPS,841083,815809,22.2811487,114.2235959
1-SGSPWPDSPS,841489,815355,22.27704761,114.2275339
1-SGSPWPYJPS,840898,815868,22.28168202,114.2218009
1-SGSWBPDHPS,841296,815603,22.27928779,114.225662
1-SGSWBPSEPS,841056,815826,22.2813023,114.2233339
1-SGSWBPSOPS,841066,815815,22.28120294,114.2234309
1-SGSYWPKOPS,840842,815890,22.28188084,114.2212576
1-SGWBBPGSPS,841480,815416,22.27759851,114.2274468
1-SGWPGPSHPS,841086,815805,22.28111257,114.223625
1-SGWPPPEVPS,841728,815471,22.27809443,114.2298534
1-SGWSWPAHPS,841823,815699,22.28015311,114.2307759
1-SGYAPPKXPS,841439,815486,22.27823078,114.2270492
1-SGYAWPGXPS,840871,815926,22.28220587,114.2215391
1-SGYDGPSRPS,841120,815712,22.28027263,114.2239546
1-SGYDPPDHPS,840950,815815,22.28120326,114.2223053
1-SGYEBPBRPS,840857,815907,22.28203432,114.2214032
1-SGYEWPPRPS,841868,815131,22.27502356,114.2312106
1-SGYGWPGYPS,840888,815909,22.2820523,114.221704
1-SGYKPPEJPS,841692,815479,22.27816679,114.2295041
1-SGYPWPYOPS,840889,815868,22.28168204,114.2217136
1-SGYSWPPRPS,841855,815145,22.27515003,114.2310845
1-SKAABPERPS,832783,816137,22.28411398,114.1430575
1-SKAABPGVPK,837547,814344,22.26792507,114.1892837
1-SKAABPKOPS,832857,815916,22.28211835,114.1437761
1-SKAAGPESPK,837193,815081,22.27458088,114.1858495
1-SKAAPPAXPG,836852,815804,22.28111019,114.1825411
1-SKAAPPEYPK,836941,814435,22.2687472,114.1834041
1-SKAAPPPXPW,838154,814527,22.26957712,114.1951733
1-SKABGPPHPG,837459,815629,22.27952951,114.1884309
1-SKABPPASPE,833747,815722,22.28036794,114.1524124
1-SKABWPEYPA,834367,815241,22.27602499,114.158429
1-SKABWPYYPS,832733,815983,22.28272316,114.1425727
1-SKADBPYRPE,833427,815993,22.28281474,114.1493069
1-SKADPPBRPS,832907,816023,22.28308473,114.144261
1-SKADWPASPA,834155,815233,22.2759525,114.156372
1-SKAEBPDOPK,837000,814283,22.26737452,114.1839765
1-SKAEWPKRPY,837897,815569,22.27898731,114.1926808
1-SKAGBPEJPE,833336,815790,22.28098137,114.1484242
1-SKAGPPGXPK,837445,814183,22.26647121,114.188294
1-SKAGWPKJPE,833694,815757,22.28068393,114.1518981
1-SKAKBPASPK,836841,815323,22.27676645,114.1824342
1-SKAKPPPYPW,837987,815017,22.27400231,114.1935535
1-SKAKPPSAPK,837551,813882,22.2637529,114.1893222
1-SKAKWPDXPK,837008,814353,22.26800666,114.1840541
1-SKAKWPPRPE,833487,815975,22.28265229,114.1498891
1-SKAPBPWAPK,837195,814490,22.26924377,114.1858686
1-SKAPGPBXPK,837151,814523,22.2695418,114.1854417
1-SKAPWPKEPK,837035,814378,22.26823242,114.1843161
1-SKAPWPKRPP,836254,814828,22.27229638,114.1767385
1-SKASBPBYPE,833731,815586,22.27913975,114.1522574
1-SKASPPDJPE,833155,815937,22.28230856,114.1466676
1-SKASPPGXPB,837935,815186,22.27552854,114.1930491
1-SKASPPYYPK,836977,814351,22.26798861,114.1837534
1-SKAWPPSXPA,835020,814887,22.27282874,114.1647653
1-SKAYBPDYPS,832352,815682,22.28000411,114.1388764
1-SKAYGPYJPB,837915,815123,22.27495963,114.192855
1-SKAYWPSAPK,836941,814464,22.26900909,114.1834041
1-SKBAGPAXPE,833635,815649,22.27970854,114.1513258
1-SKBAGPDRPB,837699,815509,22.27844565,114.1907595
1-SKBAPPDXPB,837976,815330,22.27682891,114.1934471
1-SKBAPPGJPP,836086,814833,22.27234153,114.1751085
1-SKBAPPPXPW,838134,814486,22.26920688,114.1949792
1-SKBBGPAAPG,837018,815794,22.28101982,114.1841518
1-SKBBPPEHPS,832888,816118,22.2839426,114.1440765
1-SKBBWPGJPB,837948,815322,22.2767567,114.1931754
1-SKBBWPYXPG,837493,815546,22.27877994,114.1887607
1-SKBBWPYXPY,837993,815436,22.27778614,114.1936122
1-SKBDBPGSPG,836974,815739,22.28052315,114.1837249
1-SKBDGPDAPE,833526,815782,22.28090944,114.1502679
1-SKBEBPWRPB,837884,815523,22.27857192,114.1925546
1-SKBEGPDAPA,834595,815086,22.27462548,114.1606414
1-SKBEGPKJPY,837893,815576,22.27905053,114.192642
1-SKBEPPAYPB,837851,815524,22.27858098,114.1922344
1-SKBEPPBXPE,833654,815788,22.28096382,114.1515099
1-SKBEWPBJPB,837769,815458,22.27798503,114.1914387
1-SKBGGPSXPA,834091,815029,22.27411017,114.1557513
1-SKBKBPEAPE,833378,815765,22.28075568,114.1488318
1-SKBKGPYVPA,834705,815091,22.27467074,114.1617087
1-SKBKWPBJPE,833622,815608,22.27933826,114.1511997
1-SKBKWPSSPK,837302,814403,22.26845804,114.1869067
1-SKBKWPWASA,833804,814916,22.27308933,114.1529667
1-SKBPBPERPB,837829,815554,22.27885192,114.192021
1-SKBPGPDXPE,833560,815763,22.28073791,114.1505978
1-SKBPPPPYPE,833998,815427,22.27770425,114.1548483
1-SKBPWPBYPS,832634,816042,22.28325576,114.1416119
1-SKBPWPPXPG,837084,815780,22.28089336,114.1847922
1-SKBSBPARPK,837106,815394,22.27740752,114.1850055
1-SKBSPPSJPB,837942,815255,22.27615165,114.1931171
1-SKBSPPSJPK,837589,813883,22.26376191,114.1896909
1-SKBSWPYAPS,832751,815980,22.2826961,114.1427474
1-SKBWGPPHPS,832648,816136,22.28410467,114.1417476
1-SKBWPPWSPE,833526,815782,22.28090944,114.1502679
1-SKBWPPYAPK,836978,814511,22.26943352,114.1837631
1-SKBWWPGAPE,833170,815929,22.28223634,114.1468132
1-SKBYBPDJPG,837226,815530,22.27863562,114.18617
1-SKDABPBSPK,837128,814537,22.26966825,114.1852185
1-SKDAPPEHPS,832907,816125,22.28400585,114.1442608
1-SKDAPPKOPE,833623,815707,22.28023229,114.1512092
1-SKDBBPSHPA,834136,815044,22.27424569,114.1561879
1-SKDBGPEXPE,833248,815861,22.2816224,114.1475702
1-SKDBGPGJPE,833403,815808,22.28114404,114.1490743
1-SKDBPPKRPS,832877,815874,22.28173911,114.1439702
1-SKDDGPSRPE,833519,815921,22.28216469,114.1501997
1-SKDDPPEAPK,836939,814376,22.2682144,114.1833847
1-SKDDPPERPG,836967,815716,22.28031545,114.1836569
1-SKDDWPGRPE,833178,815926,22.28220926,114.1468908
1-SKDDWPGRPG,836986,815554,22.27885248,114.1838412
1-SKDDWPWEPB,837952,815290,22.27646771,114.1932142
1-SKDDWPYXPK,836843,815318,22.2767213,114.1824536
1-SKDEBPEJPB,837833,815557,22.27887901,114.1920598
1-SKDEBPKRPG,836971,815596,22.27923177,114.1836957
1-SKDEPPWRPE,833294,815944,22.28237202,114.1480164
1-SKDEWPDJPB,837782,815559,22.27889711,114.1915649
1-SKDGBPAJPG,836984,815791,22.28099274,114.1838219
1-SKDGGPGYPK,837181,814301,22.26753698,114.1857326
1-SKDGGPKSPP,836207,814859,22.27257633,114.1762825
1-SKDGGPPAPK,837195,814536,22.26965918,114.1858686
1-SKDGPPAAPK,837086,814432,22.26872005,114.184811
1-SKDGPPSXPS,833113,816070,22.28350956,114.1462598
1-SKDGWPDAPG,836918,815601,22.27927694,114.1831814
1-SKDGWPGJPK,837127,814816,22.2721878,114.185209
1-SKDKGPGYPK,837190,814513,22.26945148,114.1858201
1-SKDKPPASPG,836878,815813,22.28119145,114.1827934
1-SKDPBPDVPS,832800,816136,22.28410498,114.1432225
1-SKDPBPWYPE,833784,814989,22.27374853,114.1527726
1-SKDPGPSAPK,837369,813913,22.26403298,114.1875564
1-SKDPPPDXPG,837006,815562,22.27892471,114.1840353
1-SKDSBPBSPK,837120,814544,22.26973146,114.1851409
1-SKDSWPKOPS,832702,815926,22.28220835,114.142272
1-SKDWBPAOPA,834580,815229,22.27591685,114.1604957
1-SKDWPPSRPG,836911,815851,22.28153461,114.1831136
1-SKDWWPGJPG,836999,815560,22.27890665,114.1839674
1-SKDYGPKJPB,837858,815473,22.27812041,114.1923023
1-SKDYWPGAPG,836993,815557,22.27887957,114.1839091
1-SKEAGPDSPK,837194,814344,22.2679253,114.1858588
1-SKEAGPWJPK,837205,814415,22.26856647,114.1859655
1-SKEAPPDXPE,833089,815974,22.28264257,114.1460271
1-SKEAPPSAPE,833428,815981,22.28270638,114.1493166
1-SKEBBPGXPA,834361,815157,22.27526641,114.1583709
1-SKEBGPDXPK,837203,814359,22.26806075,114.1859461
1-SKEDBPKXPS,832823,815909,22.28205507,114.1434462
1-SKEDGPBSPK,837182,814501,22.26934311,114.1857424
1-SKEDWPEAPB,837891,815488,22.27825584,114.1926225
1-SKEEBPWJPK,837204,814502,22.26935213,114.1859559
1-SKEEWPBXPK,837342,814277,22.26732016,114.1872947
1-SKEEWPPXPP,835498,815051,22.27431005,114.1694031
1-SKEGBPKVPE,833959,815292,22.27648506,114.1544701
1-SKEGGPKAPK,836453,815077,22.274545,114.1786694
1-SKEGPPBSPB,837900,815482,22.27820164,114.1927098
1-SKEGPPWOPE,833540,815773,22.28082819,114.1504037
1-SKEKBPGAPK,837514,814330,22.26779866,114.1889635
1-SKEKWPAXPB,837852,815505,22.27840939,114.1922441
1-SKEKWPEJPK,837024,815437,22.27779588,114.1842099
1-SKEKWPGXPE,833195,815919,22.28214608,114.1470558
1-SKEPPPAAPB,837828,815563,22.27893319,114.1920113
1-SKESBPWSPK,837198,814493,22.26927086,114.1858977
1-SKESGPWXPB,837887,815508,22.27843645,114.1925837
1-SKESWPKEPS,832787,815959,22.28250653,114.1430967
1-SKESWPKSPE,833671,815812,22.28118058,114.1516748
1-SKESWPPJPB,838004,815235,22.27597097,114.1937187
1-SKEWGPDJPK,837244,814365,22.26811491,114.1863439
1-SKEYGPSRPK,837400,813968,22.26452965,114.1878572
1-SKEYGPSXPE,833333,815920,22.28215535,114.1483949
1-SKEYWPKXPK,837091,814283,22.26737448,114.1848594
1-SKGAPPDAPG,837027,815571,22.27900598,114.1842391
1-SKGAWPSAPK,837298,814400,22.26843095,114.1868679
1-SKGBBPGJPG,836964,815739,22.28052315,114.1836278
1-SKGBPPDXPG,837041,815575,22.2790421,114.1843749
1-SKGBPPYSPB,837814,815579,22.2790777,114.1918755
1-SKGBWPWSPG,837036,815613,22.27938526,114.1843264
1-SKGDBPDAPK,837135,814320,22.26770859,114.1852863
1-SKGDBPKRPG,836994,815613,22.27938528,114.1839189
1-SKGDGPBOPS,832670,816060,22.28341839,114.1419612
1-SKGDPPAJPK,837068,814433,22.26872909,114.1846363
1-SKGDPPBXPK,837142,814221,22.26681455,114.1853542
1-SKGDPPKVPS,832848,815861,22.28162165,114.1436889
1-SKGDPPPJPS,832724,816129,22.28404161,114.1424851
1-SKGDWPWAPG,837023,815627,22.2795117,114.1842003
1-SKGEBPKAPP,836283,814919,22.27311817,114.1770199
1-SKGEBPYXPK,837012,814942,22.27332571,114.1840932
1-SKGEGPAXPG,837007,815793,22.28101079,114.1840451
1-SKGGBPBAPG,837012,815477,22.27815711,114.1840935
1-SKGGBPGXPG,836969,815742,22.28055024,114.1836764
1-SKGGBPKSPG,836987,815610,22.27935819,114.183851
1-SKGGGPDJPB,837711,815519,22.27853595,114.190876
1-SKGGPPAJPK,837093,814441,22.26880132,114.1848789
1-SKGGWPSSPE,833545,815533,22.27866084,114.1504527
1-SKGKBPGAPG,836959,815742,22.28055025,114.1835793
1-SKGKGPDAPB,837704,815502,22.27838243,114.1908081
1-SKGKPPAAPK,837111,814438,22.26877422,114.1850535
1-SKGKPPASPE,833732,815728,22.2804221,114.1522668
1-SKGKPPDJPG,837034,815572,22.27901501,114.184307
1-SKGKWPGRPK,837120,814848,22.27247678,114.1851411
1-SKGPGPAAPG,836997,815793,22.28101079,114.1839481
1-SKGPPPGSPB,837971,815145,22.27515825,114.1933984
1-SKGPWPPYPG,837031,815785,22.28093853,114.184278
1-SKGWBPKJPG,837008,815617,22.2794214,114.1840547
1-SKGWGPDJPS,832447,815641,22.27963407,114.1397983
1-SKGWPPWXPK,837093,814490,22.26924382,114.1848789
1-SKGYGPDXPB,837724,815526,22.27859915,114.1910021
1-SKGYGPPJPK,837201,814531,22.26961402,114.1859268
1-SKGYGPYSPS,832915,815934,22.28228102,114.1443388
1-SKGYPPPAPB,837800,815531,22.27864424,114.1917396
1-SKKAPPWJPG,837542,815559,22.27889731,114.1892362
1-SKKAPPYYPB,837803,815572,22.27901449,114.1917687
1-SKKAWPYXPP,836675,814367,22.2681332,114.1808232
1-SKKBBPYXPK,837000,814974,22.2736147,114.1839768
1-SKKBPPERPK,836941,814400,22.26843113,114.1834041
1-SKKBPPGXPP,836055,814837,22.27237764,114.1748077
1-SKKBWPGRPP,836753,814338,22.26787129,114.18158
1-SKKBWPWAPB,837972,815295,22.27651285,114.1934083
1-SKKDBPBJPK,837141,814530,22.26960502,114.1853447
1-SKKDGPKRPG,837261,815527,22.27860851,114.1865096
1-SKKEWPEAPK,837400,814129,22.26598358,114.1878573
1-SKKEWPKSPB,837872,815465,22.27804815,114.1924381
1-SKKGBPKYPA,834557,815218,22.27581749,114.1602726
1-SKKGPPESPK,836941,814386,22.2683047,114.1834041
1-SKKKBPDSPS,832760,816147,22.28420424,114.1428343
1-SKKKBPYRPK,837008,814968,22.27356051,114.1840544
1-SKKKPPKOPS,832895,815874,22.28173914,114.1441449
1-SKKKWPKAPK,837048,814344,22.26792537,114.1844422
1-SKKPGPDRPK,837161,814344,22.26792531,114.1855386
1-SKKPGPGXPS,832638,816091,22.28369827,114.1416506
1-SKKPPPKAPB,837839,815499,22.27835522,114.192118
1-SKKPWPAHPS,832744,815852,22.28154017,114.1426797
1-SKKSBPKAPB,837860,815495,22.27831908,114.1923217
1-SKKSGPDXPK,837178,814345,22.26793433,114.1857035
1-SKKSPPSRPE,833447,815967,22.28257998,114.149501
1-SKKSWPKOPS,832723,815947,22.28239803,114.1424758
1-SKKSWPWAPB,837964,815293,22.27649479,114.1933306
1-SKKYGPBEPE,833686,815548,22.27879652,114.1518208
1-SKKYPPBSPE,833649,815762,22.28072902,114.1514614
1-SKPAWPKRPE,833656,815824,22.28128893,114.1515292
1-SKPBGPESPK,837175,815046,22.27426482,114.1856748
1-SKPBGPGXPS,832588,816020,22.28305699,114.1411656
1-SKPBGPPAPK,837163,814541,22.26970435,114.1855581
1-SKPDBPDXPK,837066,814300,22.26752801,114.1846168
1-SKPDWPKXPE,833687,815763,22.28073811,114.1518301
1-SKPEBPDXPG,837201,815556,22.27887043,114.1859274
1-SKPEPPAAPK,837120,814451,22.26889161,114.1851409
1-SKPEWPYRPK,836854,815295,22.27651359,114.1825603
1-SKPGBPPXPK,837587,813813,22.26312976,114.1896714
1-SKPGGPEJPK,837166,815030,22.27412034,114.1855875
1-SKPGPPAOPA,834461,815244,22.27605219,114.1593411
1-SKPGWPPAPG,836935,815549,22.27880734,114.1833464
1-SKPKPPDRPK,837195,814637,22.27057128,114.1858687
1-SKPKWPPXPK,837589,813849,22.26345486,114.1896908
1-SKPKWPSJPE,833587,815500,22.2783629,114.1508602
1-SKPPBPEAPK,837217,815060,22.27439123,114.1860824
1-SKPPBPWXPE,833544,815890,22.28188478,114.1504423
1-SKPPGPSJPS,833038,816200,22.2846834,114.1455318
1-SKPPWAPEPK,837326,814307,22.26759109,114.1871395
1-SKPPWAPJPK,837236,814809,22.27212452,114.1862666
1-SKPPWAPXPA,834304,815127,22.27499543,114.1578178
1-SKPPWAPXPB,837573,814380,22.26825015,114.189536
1-SKPPWAPXPE,833597,815736,22.28049414,114.1509569
1-SKPPWAPXPG,837331,815435,22.27777765,114.1871887
1-SKPPWBPEPE,833407,816001,22.28288696,114.1491128
1-SKPPWBPJPK,837069,814254,22.2671126,114.1846459
1-SKPPWBPXPA,834321,815121,22.27494127,114.1579828
1-SKPPWBPXPS,832654,816158,22.28430335,114.1418057
1-SKPPWDPEPK,837324,814334,22.26783491,114.1871201
1-SKPPWDPXPS,832610,816133,22.2840775,114.1413788
1-SKPPWEPEPB,837740,815489,22.278265,114.1911574
1-SKPPWEPEPE,833585,815780,22.28089147,114.1508404
1-SKPPWEPXPA,834188,815232,22.27594351,114.1566922
1-SKPPWEPXPB,837886,815364,22.27713604,114.1925739
1-SKPPWGPEPE,833503,815940,22.28233624,114.1500444
1-SKPPWGPXPA,834197,815273,22.27631378,114.1567794
1-SKPPWGPXPE,833468,815726,22.28040363,114.1497052
